transaction_id,date_time,transaction_type,amount_gbp,status,channel,sender_account_no,sender_name,sender_phone,sender_nationality,sender_passport_no,sender_customer_type,sender_kyc_risk,receiver_account_no,receiver_name,receiver_phone
TXN00348,2026-03-20 3:43:49,International Wire,490.74,Completed,Branch,43308443,"Williams, Hodgson and Grant",7386480450,Pakistani,ZV8073988,Business,Medium,32398441,Lucy Smith,7708689346
TXN00473,2026-03-20 3:50:09,Cash Deposit,6422.69,Completed,Mobile App,96728778,Burns Inc,7205675387,Turkish,MK0634806,Business,Medium,67176108,Callum Gardner-Wright,7435766697
TXN00323,2026-03-20 4:05:35,Bank Transfer,508.27,Pending,Online Banking,57212267,Craig Payne,7420632895,Russian,FK9568730,Individual,Low,99188862,Abbie Benson,7499264207
TXN00153,2026-03-20 4:37:49,Bank Transfer,1112.5,Completed,Online Banking,88320463,Mrs Rosie Rogers,7528853029,Polish,MX6117574,Individual,Low,72734149,Dr Gerald Holland,7496115351
TXN00019,2026-03-20 5:39:32,International Wire,1249.04,Completed,Mobile App,43273328,Barry Group,7341266931,Afghan,YT6736384,Business,Low,93940940,Katie Knight,7635252889
TXN00111,2026-03-20 5:42:57,International Wire,462.79,Failed,Branch,50477742,Jay Graham-Rose,7834717549,Pakistani,,Individual,High,34194479,Frederick Wilkinson,7431642423
TXN00177,2026-03-20 10:07:04,International Wire,1512.38,Completed,Mobile App,59555330,Dennis Jones-Hall,7725464884,Nigerian,GT5400895,Individual,Low,90861208,Lindsey Rees,7313736772
TXN00356,2026-03-20 13:13:31,Card Payment,4753.94,Completed,Online Banking,94482772,Robin Crawford-Lloyd,7837071174,British,ML1094840,Individual,Medium,36229153,Deborah Humphreys,7629741991
TXN00053,2026-03-20 13:35:20,Card Payment,1348.93,Completed,Branch,59529086,Lawrence Williamson,7608159580,Turkish,GM7402426,Individual,Low,45186708,Bradley Donnelly,7821920438
TXN00355,2026-03-20 13:58:39,Bank Transfer,409.34,Completed,Online Banking,41523529,Dr Allan Clarke,7822408848,Polish,,Individual,Low,50790016,Annette Roberts-Noble,7705382875
TXN00084,2026-03-20 15:17:55,Mobile Wallet,2527.52,Completed,Mobile App,32151928,"Watson, Murray and Holt",7601856351,Afghan,TU8424367,Business,Medium,7448303473,Diana Arnold,7448303473
TXN00059,2026-03-20 15:51:15,Bank Transfer,1777.29,Pending,Mobile App,15134794,McCarthy Group,7216396351,Chinese,NR8308259,Business,Medium,41690501,Mr Stuart King,7577488537
TXN00242,2026-03-20 16:03:29,Mobile Wallet,6327.15,Completed,Online Banking,71070189,Thomas Group,7406284028,British,WE4240392,Business,High,7149086585,Dr Trevor Bowen,7149086585
TXN00119,2026-03-20 16:38:56,Card Payment,4458.6,Pending,Branch,24305904,Anderson-Green,7935822550,Russian,QF6426077,Business,Medium,79244185,Margaret Gibbs,7210154881
TXN00146,2026-03-20 17:34:57,Cash Deposit,8934.39,Completed,Branch,55298556,Higgins-Jones,7917364173,British,PR0481234,Business,High,87030477,Carol Jones,7182555101
TXN00425,2026-03-20 18:04:49,Cash Deposit,210.85,Completed,ATM,19583482,King PLC,7754049436,British,WJ4813676,Business,Medium,50675347,Jean Walsh,7977661452
TXN00353,2026-03-20 18:30:30,International Wire,2476.08,Completed,Mobile App,71070189,Thomas Group,7406284028,British,WE4240392,Business,High,17069536,Albert Shaw,7822977979
TXN00106,2026-03-20 18:33:34,Cash Deposit,7347.6,Completed,Mobile App,26948946,O'Neill PLC,7784907325,Romanian,VH3371002,Business,Medium,64864099,Shane Wallace,7515985367
TXN00390,2026-03-20 19:25:13,Bank Transfer,1412.03,Completed,Branch,74988034,Antony Sykes,7396889215,Polish,LH2737961,Individual,Low,63095937,June Coates,7810966933
TXN00122,2026-03-20 19:51:08,International Wire,1924.44,Completed,Branch,32775593,"Dodd, Hughes and Phillips",7807435606,Romanian,VH2763465,Business,Medium,60319927,Louise Perry,7187623171
TXN00287,2026-03-20 20:02:11,Card Payment,788.36,Completed,Online Banking,74988034,Antony Sykes,7396889215,Polish,LH2737961,Individual,Low,88999206,Miss Emily Wilkinson,7929296154
TXN00278,2026-03-20 22:17:30,Cash Deposit,567.8,Completed,Online Banking,38716269,Dr Kenneth Marsh,7168965204,Turkish,HC2235126,Individual,Low,62738860,Brett Parkinson,7943817764
TXN00114,2026-03-20 23:03:57,International Wire,1276.31,Completed,Online Banking,15134794,McCarthy Group,7216396351,Chinese,NR8308259,Business,Medium,93851247,Samuel Baker,7294181873
TXN00187,2026-03-20 23:11:17,International Wire,2544.33,Pending,Branch,96728778,Burns Inc,7205675387,Turkish,MK0634806,Business,Medium,71694994,Joanne Murray,7285953213
TXN00479,2026-03-21 2:35:50,International Wire,6244.36,Pending,Online Banking,43308443,"Williams, Hodgson and Grant",7386480450,Pakistani,ZV8073988,Business,Medium,13867648,Katherine Walker,7756441105
TXN00003,2026-03-21 3:19:41,International Wire,3631.59,Pending,ATM,22448136,Dr Brett Jones,7507943839,Afghan,PV0863193,Individual,Medium,49910061,Sarah Khan-Edwards,7575368059
TXN00240,2026-03-21 3:39:31,Cash Deposit,3756.69,Completed,Branch,27566185,Lauren Henderson,7821221887,Pakistani,BC6532632,Individual,Medium,58219001,Abigail Payne,7796559239
TXN00220,2026-03-21 5:46:35,Cash Deposit,902.59,Completed,Online Banking,95125977,James and Sons,7383450553,Romanian,CW2871223,Business,Low,60418290,Charlie Howe,7505333621
TXN00145,2026-03-21 6:12:47,Cash Deposit,7598.26,Completed,ATM,53507489,Jason Bell,7624636385,British,HQ6175750,Individual,Medium,91214453,Joseph Holden,7134773472
TXN00499,2026-03-21 8:19:12,International Wire,3378.38,Completed,Branch,32775593,"Dodd, Hughes and Phillips",7807435606,Romanian,VH2763465,Business,Medium,43318046,Andrew Flynn,7753901994
TXN00043,2026-03-21 8:21:20,Mobile Wallet,1708.14,Completed,Branch,43273328,Barry Group,7341266931,Afghan,YT6736384,Business,Low,7214518079,Denise Watts,7214518079
TXN00394,2026-03-21 16:24:15,International Wire,6813.52,Completed,Branch,85329037,Mr Denis Macdonald,7313500298,Chinese,DC7550026,Individual,Medium,86166246,Dr Francis Harris,7927672827
TXN00315,2026-03-21 17:41:06,Mobile Wallet,984.02,Completed,ATM,54058573,Joseph Watson,7399147754,Iranian,WF8437201,Individual,Low,7720005941,Guy Robinson,7720005941
TXN00424,2026-03-21 21:17:15,Bank Transfer,1780.25,Completed,ATM,16789850,Mrs Olivia Barnett,7800235246,British,EL4229485,Individual,Low,41887353,Holly Roberts,7455939049
TXN00324,2026-03-21 21:55:37,Bank Transfer,74837.03,Completed,Mobile App,19335534,Rose Ltd,7149203558,Chinese,SN9358685,Business,Low,41426254,Howard Young,7879524067
TXN00432,2026-03-21 22:37:36,International Wire,1274.47,Completed,ATM,74988034,Antony Sykes,7396889215,Polish,LH2737961,Individual,Low,14102122,Donald Cooper,7233007467
TXN00091,2026-03-21 22:46:37,Bank Transfer,17249.11,Completed,Mobile App,55298556,Higgins-Jones,7917364173,British,PR0481234,Business,High,68548403,Miss Shannon Stephens,7145421708
TXN00285,2026-03-22 1:44:38,International Wire,7736.15,Completed,Mobile App,53507489,Jason Bell,7624636385,British,HQ6175750,Individual,Medium,67774765,Damien Read,7456049246
TXN00476,2026-03-22 3:05:42,Bank Transfer,806.5,Completed,ATM,31130263,"Kennedy, Griffiths and Davies",7161073976,Turkish,HZ5570558,Business,Low,46484819,Georgia Evans,7590204687
TXN00205,2026-03-22 3:09:36,Bank Transfer,5370.58,Completed,Online Banking,19583482,King PLC,7754049436,British,WJ4813676,Business,Medium,28872606,Edward Moore,7298407302
TXN00174,2026-03-22 5:58:50,Cash Deposit,738.22,Completed,Online Banking,83793389,Read-Pugh,7277303722,Romanian,GO0789516,Business,Low,16866268,Dr Sally Glover,7530121245
TXN00370,2026-03-22 7:18:23,Bank Transfer,1710.66,Completed,ATM,83793389,Read-Pugh,7277303722,Romanian,GO0789516,Business,Low,83835976,William Davison,7696950800
TXN00444,2026-03-22 7:32:50,Card Payment,3136.79,Completed,Online Banking,27566185,Lauren Henderson,7821221887,Pakistani,BC6532632,Individual,Medium,88252116,Victor Page-Potts,7137923492
TXN00231,2026-03-22 11:48:43,Card Payment,1236.28,Completed,ATM,79340535,Alan Davies,7305145276,Iranian,MI4322585,Individual,Medium,34679818,Elaine Rogers-Hill,7504221050
TXN00016,2026-03-22 15:45:24,Cash Deposit,1390.41,Pending,Mobile App,64543049,Paul Collins-King,7766430218,British,XU8822178,Individual,Low,98930456,Mrs Josephine Parker,7409471503
TXN00270,2026-03-22 18:16:45,Cash Deposit,781.72,Pending,Online Banking,59555330,Dennis Jones-Hall,7725464884,Nigerian,GT5400895,Individual,Low,85099723,Sophie Bell,7190945411
TXN00399,2026-03-22 18:31:22,Mobile Wallet,9912.33,Completed,ATM,19121552,Leonard King,7825003955,Ghanaian,,Individual,High,7506639535,Hollie Kelly-Gibbons,7506639535
TXN00478,2026-03-22 20:51:46,Bank Transfer,7294.25,Completed,Online Banking,96728778,Burns Inc,7205675387,Turkish,MK0634806,Business,Medium,86362294,Terry Walters,7618268171
TXN00163,2026-03-22 21:30:51,International Wire,4963.96,Pending,Branch,24305904,Anderson-Green,7935822550,Russian,QF6426077,Business,Medium,76845536,Elliott Nicholls,7132519237
TXN00427,2026-03-22 21:43:51,Cash Deposit,4859.58,Completed,ATM,32775593,"Dodd, Hughes and Phillips",7807435606,Romanian,VH2763465,Business,Medium,35224301,Matthew Whitehead-Coleman,7195871030
TXN00224,2026-03-23 0:36:22,Bank Transfer,12336.97,Completed,Mobile App,19121552,Leonard King,7825003955,Ghanaian,,Individual,High,42301683,Mrs Paige Morris,7116799547
TXN00417,2026-03-23 5:25:23,Bank Transfer,673.03,Completed,Online Banking,19583482,King PLC,7754049436,British,WJ4813676,Business,Medium,68437492,Holly Gray,7833500385
TXN00438,2026-03-23 5:55:34,Cash Deposit,7169.09,Completed,ATM,15134794,McCarthy Group,7216396351,Chinese,NR8308259,Business,Medium,71605671,Anna Edwards-Black,7474423649
TXN00086,2026-03-23 6:10:06,Card Payment,3911.01,Completed,Mobile App,27566185,Lauren Henderson,7821221887,Pakistani,BC6532632,Individual,Medium,65590800,Philip Miller,7574641329
TXN00139,2026-03-23 6:44:00,Bank Transfer,677.47,Completed,Branch,15134794,McCarthy Group,7216396351,Chinese,NR8308259,Business,Medium,34220459,Graham Nelson-Ferguson,7746879296
TXN00311,2026-03-23 11:00:22,International Wire,340.3,Completed,Mobile App,41523529,Dr Allan Clarke,7822408848,Polish,,Individual,Low,37732020,Marian Spencer,7249502403
TXN00332,2026-03-23 12:25:46,Cash Deposit,2550.3,Completed,Mobile App,22448136,Dr Brett Jones,7507943839,Afghan,PV0863193,Individual,Medium,43257324,Dr Matthew Holland,7250141520
TXN00087,2026-03-23 13:02:28,Cash Deposit,230.67,Completed,Branch,38716269,Dr Kenneth Marsh,7168965204,Turkish,HC2235126,Individual,Low,89609131,Ms Janice Stevens,7828230915
TXN00090,2026-03-23 13:54:18,Card Payment,1446.77,Completed,Branch,79340535,Alan Davies,7305145276,Iranian,MI4322585,Individual,Medium,81481992,Diana Hooper,7508244633
TXN00157,2026-03-23 16:11:32,Mobile Wallet,1010.7,Completed,Online Banking,19335534,Rose Ltd,7149203558,Chinese,SN9358685,Business,Low,7159499094,Jeffrey Garner-Stevens,7159499094
TXN00142,2026-03-23 18:53:52,International Wire,2232.72,Completed,ATM,26948946,O'Neill PLC,7784907325,Romanian,VH3371002,Business,Medium,17698469,Derek Thompson,7949842840
TXN00094,2026-03-23 20:57:41,Bank Transfer,6763.65,Completed,Mobile App,93370583,Molly Law,7704509817,British,,Individual,Medium,68475513,Mr Martyn Cole,7361259074
TXN00144,2026-03-23 22:39:50,International Wire,326.65,Completed,Branch,71705170,Miss Valerie Ryan,7859466878,British,LJ5388196,Individual,Medium,41674763,Mr Kieran Mann,7172191273
TXN00280,2026-03-23 22:59:33,Mobile Wallet,15973.94,Completed,ATM,97775215,Kayleigh Lewis-Steele,7667945747,Indian,DJ0224539,Individual,High,7992582047,Harry French,7992582047
TXN00226,2026-03-23 23:35:03,Card Payment,4763.35,Completed,Branch,97775215,Kayleigh Lewis-Steele,7667945747,Indian,DJ0224539,Individual,High,17575790,Kayleigh Simmons,7333291033
TXN00275,2026-03-24 1:03:08,Cash Deposit,6761.25,Failed,Online Banking,50477742,Jay Graham-Rose,7834717549,Pakistani,,Individual,High,97380687,Dr Lorraine Ward,7975610118
TXN00100,2026-03-24 3:21:55,Card Payment,1266.46,Completed,Branch,59555330,Dennis Jones-Hall,7725464884,Nigerian,GT5400895,Individual,Low,46866075,Kimberley Smith,7955052486
TXN00373,2026-03-24 4:47:25,Mobile Wallet,1620.5,Pending,Branch,54058573,Joseph Watson,7399147754,Iranian,WF8437201,Individual,Low,7198761306,Zoe O'Brien,7198761306
TXN00141,2026-03-24 5:20:46,Mobile Wallet,709.58,Completed,Branch,64543049,Paul Collins-King,7766430218,British,XU8822178,Individual,Low,7145478504,Mr Lee Chandler,7145478504
TXN00267,2026-03-24 6:18:37,Cash Deposit,2911.34,Completed,Online Banking,53507489,Jason Bell,7624636385,British,HQ6175750,Individual,Medium,23721268,Leanne Kelly,7389659515
TXN00433,2026-03-24 7:54:13,International Wire,56534.2,Completed,Branch,83793389,Read-Pugh,7277303722,Romanian,GO0789516,Business,Low,88769733,Dr Graham Baker,7609578849
TXN00397,2026-03-24 8:31:01,Cash Deposit,32.68,Completed,Branch,99245317,Allen PLC,7507104143,Polish,RD9563651,Business,Low,43492807,Colin Smith,7325146786
TXN00212,2026-03-24 8:39:16,International Wire,1061.06,Pending,Mobile App,70505620,Gareth Robinson-Roberts,7361846370,Chinese,XU4853292,Individual,Low,20482769,Thomas Ferguson,7488463544
TXN00268,2026-03-24 11:05:46,Card Payment,1118.4,Completed,Mobile App,31130263,"Kennedy, Griffiths and Davies",7161073976,Turkish,HZ5570558,Business,Low,64766762,Harry O'Connor,7650229169
TXN00416,2026-03-24 11:19:29,Bank Transfer,354.03,Completed,Online Banking,38716269,Dr Kenneth Marsh,7168965204,Turkish,HC2235126,Individual,Low,38439415,Clare Wilson,7279491823
TXN00104,2026-03-24 13:03:10,Bank Transfer,52296.95,Failed,Mobile App,42862209,Wilkinson-Williams,7610173760,Nigerian,,Business,Low,56095437,Charlie Walker-Barnes,7999126903
TXN00121,2026-03-24 13:45:27,Mobile Wallet,7082.81,Completed,ATM,27566185,Lauren Henderson,7821221887,Pakistani,BC6532632,Individual,Medium,7128636900,Sally Barton,7128636900
TXN00401,2026-03-24 13:56:36,Mobile Wallet,156.68,Completed,Branch,59529086,Lawrence Williamson,7608159580,Turkish,GM7402426,Individual,Low,7135876704,Anthony Hall,7135876704
TXN00073,2026-03-24 14:15:18,Card Payment,1777.3,Completed,ATM,66851377,Mathew Davies,7990505735,British,,Individual,Low,55490631,Stephanie Hurst,7544328940
TXN00316,2026-03-24 14:45:50,Card Payment,160.28,Completed,Branch,19335534,Rose Ltd,7149203558,Chinese,SN9358685,Business,Low,22494970,Henry Perkins,7953193777
TXN00150,2026-03-24 14:49:24,Bank Transfer,353.59,Failed,Branch,99245317,Allen PLC,7507104143,Polish,RD9563651,Business,Low,69741812,Jemma Smith-Walters,7865975088
TXN00491,2026-03-24 15:23:38,Cash Deposit,236.91,Completed,Branch,36445607,Megan Smith,7491079829,Polish,ZD8104586,Individual,Low,98437437,Mrs Donna Page,7915313588
TXN00500,2026-03-24 15:45:32,Cash Deposit,6448.13,Completed,Branch,94482772,Robin Crawford-Lloyd,7837071174,British,ML1094840,Individual,Medium,65397759,Tom Morgan,7248369653
TXN00057,2026-03-24 16:41:19,Card Payment,748.31,Completed,Online Banking,43273328,Barry Group,7341266931,Afghan,YT6736384,Business,Low,82503409,Darren Jennings,7897940629
TXN00201,2026-03-24 17:30:38,Cash Deposit,1978.31,Completed,Online Banking,60372847,Pamela Patel,7525904456,Chinese,EP7189103,Individual,Low,80372842,Melanie John-Parker,7683364453
TXN00317,2026-03-24 17:54:51,Cash Deposit,1901.01,Completed,Mobile App,59529086,Lawrence Williamson,7608159580,Turkish,GM7402426,Individual,Low,88108751,Mrs Molly Wilson,7451424185
TXN00210,2026-03-24 18:14:38,Mobile Wallet,1497.99,Completed,ATM,95125977,James and Sons,7383450553,Romanian,CW2871223,Business,Low,7750407244,Mary Lee,7750407244
TXN00431,2026-03-24 19:57:24,Bank Transfer,1106.13,Completed,ATM,71070189,Thomas Group,7406284028,British,WE4240392,Business,High,36724061,Brian Cox,7486949792
TXN00496,2026-03-24 21:03:03,Card Payment,84071.8,Failed,Mobile App,50477742,Jay Graham-Rose,7834717549,Pakistani,,Individual,High,28070539,Joshua Robinson,7641378026
TXN00298,2026-03-24 21:36:06,Cash Deposit,4958.03,Pending,Mobile App,53507489,Jason Bell,7624636385,British,HQ6175750,Individual,Medium,49922369,Kelly Sinclair,7973744799
TXN00361,2026-03-24 22:17:52,Cash Deposit,1949.36,Completed,Online Banking,43273328,Barry Group,7341266931,Afghan,YT6736384,Business,Low,87949714,Natalie Pritchard,7191163279
TXN00246,2026-03-25 1:03:36,Card Payment,1387.46,Completed,ATM,32775593,"Dodd, Hughes and Phillips",7807435606,Romanian,VH2763465,Business,Medium,57268285,Ms Clare Ali,7953598460
TXN00055,2026-03-25 5:03:59,Bank Transfer,7279.63,Completed,Online Banking,53507489,Jason Bell,7624636385,British,HQ6175750,Individual,Medium,97139443,Rita Roberts,7424474225
TXN00041,2026-03-25 6:12:53,Bank Transfer,7214.61,Completed,ATM,71705170,Miss Valerie Ryan,7859466878,British,LJ5388196,Individual,Medium,83363160,Julia Hall-Webster,7827579147
TXN00208,2026-03-25 6:22:48,Bank Transfer,2489.11,Pending,Branch,19583482,King PLC,7754049436,British,WJ4813676,Business,Medium,77447155,Dr Connor Wilkinson,7535312769
TXN00202,2026-03-25 9:26:21,International Wire,2219.05,Completed,ATM,15134794,McCarthy Group,7216396351,Chinese,NR8308259,Business,Medium,25119192,Brenda Little,7968457290
TXN00124,2026-03-25 10:42:30,Mobile Wallet,902.72,Pending,Mobile App,31130263,"Kennedy, Griffiths and Davies",7161073976,Turkish,HZ5570558,Business,Low,7105638424,Luke Brown,7105638424
TXN00033,2026-03-25 11:09:06,Bank Transfer,1565.24,Completed,ATM,95125977,James and Sons,7383450553,Romanian,CW2871223,Business,Low,55440919,Sarah Hamilton,7384566044
TXN00130,2026-03-25 11:54:09,Card Payment,96.63,Completed,Mobile App,19335534,Rose Ltd,7149203558,Chinese,SN9358685,Business,Low,60103798,Ms Tracy Davis,7515410649
TXN00381,2026-03-25 13:42:27,Bank Transfer,10635.7,Failed,Online Banking,50477742,Jay Graham-Rose,7834717549,Pakistani,,Individual,High,88381665,Melissa Wilkins,7923390510
TXN00290,2026-03-25 18:55:30,Cash Deposit,826.1,Completed,Branch,85329037,Mr Denis Macdonald,7313500298,Chinese,DC7550026,Individual,Medium,70726434,Miss Deborah Shaw,7875235090
TXN00067,2026-03-25 19:01:20,Bank Transfer,902.07,Completed,ATM,60372847,Pamela Patel,7525904456,Chinese,EP7189103,Individual,Low,78885632,Mr Jay Nicholson,7488736388
TXN00327,2026-03-25 20:43:00,Mobile Wallet,150.95,Completed,Mobile App,70505620,Gareth Robinson-Roberts,7361846370,Chinese,XU4853292,Individual,Low,7511318205,Jordan King,7511318205
TXN00133,2026-03-25 21:41:05,Card Payment,1267.15,Completed,ATM,31130263,"Kennedy, Griffiths and Davies",7161073976,Turkish,HZ5570558,Business,Low,28099607,Dr Sam Wright,7971339002
TXN00193,2026-03-25 22:19:24,Cash Deposit,1751.2,Completed,Branch,15134794,McCarthy Group,7216396351,Chinese,NR8308259,Business,Medium,82286705,Mrs June Johnson,7989006374
TXN00400,2026-03-25 22:48:03,Bank Transfer,1579.57,Completed,Online Banking,88320463,Mrs Rosie Rogers,7528853029,Polish,MX6117574,Individual,Low,97371655,Hilary Thomas-Gibbons,7720682356
TXN00183,2026-03-25 23:55:08,International Wire,349.32,Completed,ATM,82374753,Miss Rosie Bird,7242068763,Pakistani,AS0003524,Individual,Low,93179531,Charlie Watts-Kemp,7775410705
TXN00164,2026-03-26 2:49:37,Cash Deposit,497.31,Completed,Mobile App,19335534,Rose Ltd,7149203558,Chinese,SN9358685,Business,Low,64504816,Georgia Parkin,7966884723
TXN00189,2026-03-26 4:15:58,International Wire,1578.5,Completed,Online Banking,71705170,Miss Valerie Ryan,7859466878,British,LJ5388196,Individual,Medium,47447604,Bethany Arnold-Gray,7364697908
TXN00028,2026-03-26 4:27:15,International Wire,6967.97,Completed,Branch,97775215,Kayleigh Lewis-Steele,7667945747,Indian,DJ0224539,Individual,High,82937948,Martyn Morris,7692616814
TXN00320,2026-03-26 5:36:54,International Wire,1578.72,Completed,ATM,42862209,Wilkinson-Williams,7610173760,Nigerian,,Business,Low,16497381,Donna Taylor,7832884547
TXN00480,2026-03-26 8:51:35,Card Payment,947.85,Completed,Branch,19583482,King PLC,7754049436,British,WJ4813676,Business,Medium,69148126,Gareth Barnes-Bond,7541613113
TXN00264,2026-03-26 11:45:00,Card Payment,464,Completed,ATM,57212267,Craig Payne,7420632895,Russian,FK9568730,Individual,Low,60388958,Sharon Ashton,7693819730
TXN00272,2026-03-26 14:41:11,Cash Deposit,1210.18,Completed,Branch,22448136,Dr Brett Jones,7507943839,Afghan,PV0863193,Individual,Medium,68341261,Irene Francis-Hayward,7279537578
TXN00319,2026-03-26 16:32:24,Mobile Wallet,544.39,Completed,Online Banking,16789850,Mrs Olivia Barnett,7800235246,British,EL4229485,Individual,Low,7989427187,Andrea Gardner,7989427187
TXN00230,2026-03-26 17:35:44,International Wire,103.3,Completed,Branch,66851377,Mathew Davies,7990505735,British,,Individual,Low,96344420,Christian Morgan,7469812603
TXN00375,2026-03-26 18:11:04,Card Payment,284.38,Completed,Online Banking,43308443,"Williams, Hodgson and Grant",7386480450,Pakistani,ZV8073988,Business,Medium,67265875,Joanna Powell,7833594284
TXN00469,2026-03-26 18:27:02,International Wire,7287.34,Completed,Mobile App,32775593,"Dodd, Hughes and Phillips",7807435606,Romanian,VH2763465,Business,Medium,74513622,Ms Megan Begum,7838953322
TXN00241,2026-03-26 19:31:32,International Wire,937.35,Completed,Branch,43446826,Dr Stewart Turner,7230307805,Russian,,Individual,Low,73013937,Dr Graeme Burrows,7962017778
TXN00170,2026-03-26 20:40:37,Mobile Wallet,7967.96,Completed,Branch,71705170,Miss Valerie Ryan,7859466878,British,LJ5388196,Individual,Medium,7601238919,Paula Jackson,7601238919
TXN00377,2026-03-26 21:24:23,Cash Deposit,3325.34,Completed,Branch,32775593,"Dodd, Hughes and Phillips",7807435606,Romanian,VH2763465,Business,Medium,74294443,Arthur Wallace,7691297450
TXN00050,2026-03-27 0:47:19,International Wire,1827.84,Completed,ATM,81016525,"Freeman, Holt and Wilkinson",7369953851,Nigerian,CB1674039,Business,Low,32084778,Joseph Short,7991713190
TXN00462,2026-03-27 4:05:46,International Wire,3462.8,Completed,ATM,50477742,Jay Graham-Rose,7834717549,Pakistani,,Individual,High,97314051,Raymond Hunt,7493624575
TXN00304,2026-03-27 5:02:00,International Wire,1309.61,Completed,ATM,16789850,Mrs Olivia Barnett,7800235246,British,EL4229485,Individual,Low,75998330,Paul Hopkins,7539304662
TXN00072,2026-03-27 5:09:54,Card Payment,1214.8,Pending,Online Banking,82374753,Miss Rosie Bird,7242068763,Pakistani,AS0003524,Individual,Low,25356396,Dr Clifford Harris,7206492059
TXN00339,2026-03-27 6:23:58,Card Payment,5801.11,Completed,ATM,55298556,Higgins-Jones,7917364173,British,PR0481234,Business,High,77249653,Alan Peacock,7865179645
TXN00152,2026-03-27 8:53:56,Cash Deposit,1832.72,Completed,ATM,71705170,Miss Valerie Ryan,7859466878,British,LJ5388196,Individual,Medium,28639738,Kyle Hancock-Vaughan,7315801027
TXN00215,2026-03-27 10:47:09,Bank Transfer,896.51,Completed,ATM,43446826,Dr Stewart Turner,7230307805,Russian,,Individual,Low,70858653,Kate Barry-Ali,7159738492
TXN00307,2026-03-27 11:17:15,International Wire,235.29,Completed,Branch,82374753,Miss Rosie Bird,7242068763,Pakistani,AS0003524,Individual,Low,45955440,Lisa Evans,7222628457
TXN00300,2026-03-27 11:18:34,Mobile Wallet,783.04,Completed,ATM,43273328,Barry Group,7341266931,Afghan,YT6736384,Business,Low,7740407346,Ricky Collins,7740407346
TXN00471,2026-03-27 12:20:07,Bank Transfer,646.63,Pending,Online Banking,26948946,O'Neill PLC,7784907325,Romanian,VH3371002,Business,Medium,23594977,Jack Davis,7876934082
TXN00143,2026-03-27 13:56:38,Cash Deposit,6418.71,Failed,Online Banking,24305904,Anderson-Green,7935822550,Russian,QF6426077,Business,Medium,31473054,Sara Atkinson-Walker,7829511584
TXN00369,2026-03-27 14:22:45,Card Payment,439.16,Completed,Online Banking,93370583,Molly Law,7704509817,British,,Individual,Medium,44918995,Joseph Baker,7420877774
TXN00135,2026-03-27 16:37:15,Cash Deposit,3215.88,Completed,Mobile App,43308443,"Williams, Hodgson and Grant",7386480450,Pakistani,ZV8073988,Business,Medium,82884346,Dylan Willis,7975535611
TXN00179,2026-03-27 16:45:47,International Wire,2881.64,Completed,Branch,97775215,Kayleigh Lewis-Steele,7667945747,Indian,DJ0224539,Individual,High,52752377,Oliver Butler-Khan,7758276886
TXN00292,2026-03-27 17:19:55,Mobile Wallet,1436.9,Completed,ATM,99853245,Lynn Perry,7222824732,Pakistani,,Individual,Medium,7271944408,Christian Young,7271944408
TXN00428,2026-03-27 17:55:23,Card Payment,6944.15,Completed,Online Banking,24305904,Anderson-Green,7935822550,Russian,QF6426077,Business,Medium,17543817,Dr Patrick Barlow,7981560713
TXN00345,2026-03-27 18:45:49,International Wire,6274.75,Completed,Online Banking,24305904,Anderson-Green,7935822550,Russian,QF6426077,Business,Medium,44795538,Margaret Ellis,7873916084
TXN00148,2026-03-27 19:22:21,Card Payment,780.1,Completed,Branch,31130263,"Kennedy, Griffiths and Davies",7161073976,Turkish,HZ5570558,Business,Low,25805613,Bethan Davies,7703091482
TXN00482,2026-03-27 20:57:01,Cash Deposit,1050.98,Completed,Online Banking,88320463,Mrs Rosie Rogers,7528853029,Polish,MX6117574,Individual,Low,92978636,Mohammad Martin,7852242243
TXN00466,2026-03-27 22:21:35,Bank Transfer,547.25,Completed,Mobile App,81016525,"Freeman, Holt and Wilkinson",7369953851,Nigerian,CB1674039,Business,Low,28409776,Vanessa Carr,7750294914
TXN00214,2026-03-27 22:23:50,Cash Deposit,3562.63,Completed,ATM,43308443,"Williams, Hodgson and Grant",7386480450,Pakistani,ZV8073988,Business,Medium,37568520,Nicola Ashton,7830461452
TXN00439,2026-03-27 22:44:33,Cash Deposit,56953.84,Completed,Branch,79340535,Alan Davies,7305145276,Iranian,MI4322585,Individual,Medium,88448538,Joe Stevens,7526439295
TXN00271,2026-03-27 23:17:10,International Wire,1398.18,Completed,Branch,43189803,Kevin Brady,7314061901,Afghan,CA5936767,Individual,Medium,32750139,Victor Smith,7508807900
TXN00468,2026-03-28 1:39:53,Cash Deposit,1946.51,Completed,Mobile App,36445607,Megan Smith,7491079829,Polish,ZD8104586,Individual,Low,64996550,Christian Ward,7484315640
TXN00032,2026-03-28 4:55:58,Bank Transfer,1821.78,Completed,Online Banking,36445607,Megan Smith,7491079829,Polish,ZD8104586,Individual,Low,29348212,Michael Taylor,7116479358
TXN00160,2026-03-28 13:42:09,International Wire,195.92,Completed,Online Banking,95125977,James and Sons,7383450553,Romanian,CW2871223,Business,Low,32633927,Kieran Green-Carter,7788255012
